Panel ID,X1,X2,X3
Panel 101011101,0.9944378229384807,1.7572152717903773,1.2943136403515962
Panel 101016101,1.151363685059595,1.8640049648013601,1.213213199649946
Panel 101019101,0.11438718163603198,1.756859346849112,2.526386569271373
Panel 101024101,3.591816302986035,1.460215417359094,-1.1365043855123569
Panel 105009103,-0.3322941001395762,11.36990785804391,-6.415218136374579
Panel 105015101,-0.9320098929567503,1.0580959891277366,1.552949118394979
Panel 105017101,2.807623464886133,-1.4564200335594357,2.5884037740101586
Panel 105021106,2.3285124010203684,3.602895823437106,-1.3210750072422197
Panel 105027101,-0.9213426087774137,3.2512522699531687,1.96599208045978
Panel 105031104,3.9097199660497877,2.2605668388319207,-2.290703628036164
Panel 105039101,-0.821841954942992,1.381125543494765,0.9345054830048685
Panel 105043101,3.2149228172510615,0.9975325325915367,0.026490808699172246
Panel 105044101,3.3781627042707507,0.4871994874522367,-0.1342019103270617
Panel 105046101,4.089699751067224,-0.9545897485912235,1.1242129531388887
Panel 105048101,0.5959280931285612,1.7945172659237663,1.535327043816976
Panel 105049101,0.0027982914959180836,0.015692131613283828,0.17900276322143008
Panel 105052101,4.654389714971157,2.2922585095041477,-2.4734573946282756
Panel 105055101,-0.1262713545466005,-2.2258158906435987,6.528655699016453
Panel 105058101,12.267017304963618,-4.8711278398446565,-4.525208842249476
Panel 105059101,-0.0260075981049243,0.026183772522018492,0.14268629558107543
Panel 105065101,7.546914599386454,-7.1860340938301235,3.6862647001802804
Panel 105066101,3.177760950641205,-1.961239163097581,2.6200161689602273
Panel 105068101,0.5059229868044092,0.13454587649932437,0.1336063767212154
Panel 106003101,3.454745822685116,-0.9705552557041747,1.6200643918452309
Panel 106004101,5.361449858748857,1.626001525344627,-3.313723931255472
Panel 106006101,7.16701520819337,-6.204976025087215,3.1650348586184895
Panel 106012101,-0.007219441417216049,5.995331969695971,-1.389514802022631
Panel 106014103,3.4140614625835637,0.07080400543702785,0.8988503036966202
Panel 106016101,1.7487039393074073,2.6132285793543875,-0.5938599369496921
Panel 106023104,-0.8562984659701536,2.8611240377627793,2.3681217963150027
Panel 106024101,0.8961544119132572,1.6347669236600202,1.12785353283724
Panel 106047101,0.05858108126434869,0.08315155203882633,-0.03328848101719869
Panel 106052101,0.9222759535534834,0.5637386157142951,-0.7533706671918057
Panel 106059101,1.5470989797999566,4.21987295103432,-1.6524279911936348
Panel 106060101,0.15292211453504115,0.5988088423872754,1.113807954829531
Panel 106061101,1.6863580196165968,-0.03463575853025076,2.611421965583247
Panel 106064101,0.2250116172883803,0.4377585007926419,0.5071467437650465
Panel 106065101,5.280065069737099,-3.732795804967609,2.118292753970183
Panel 106067102,-0.09400764075779469,1.7593862849845874,2.2320800134497296
Panel 106077101,-0.7602073948284813,2.599291324802791,2.6093853071421638
Panel 106081101,1.616817387593459,1.9856158976866995,0.18611168547092452
Panel 106082101,-1.542552861701667,5.554433847955543,-0.67896850159904
Panel 106083101,3.80620201984038,-0.4521218322778357,-0.026696841503582692
Panel 106084101,0.2612254600104947,-0.2927888900684703,0.9851982127062032
Panel 106085101,0.29131461204994363,0.55445851672108,3.2861334019976747
Panel 106088101,1.2808414675233202,1.8390972633073455,0.18062041515242544
Panel 106097101,2.4539754207978293,1.666854048313885,-0.21401720162224003
Panel 107007102,3.632908894149052,2.657679649519685,-2.498566324015849
Panel 107009103,-2.163674065417874,1.7634411365469558,4.808910905308551
Panel 107015101,-2.6765608546059023,6.147846685830652,1.1855129456257791
Panel 107024101,2.528583514884059,4.106619504589718,-2.9023936538389217
Panel 107025101,4.18618202545367,2.509527141655895,-2.4700985435879343
Panel 107028101,1.2179628405975873,0.23305800114401765,1.1029643734219803
Panel 107030101,5.602522300979856,-2.0552752338024,0.5907893249612081
Panel 107032101,-0.2253103792517049,1.4919918124870175,2.5685469592529966
Panel 107034101,0.7140876748272819,0.02139603018287096,1.0841912893399397
Panel 107037101,3.9392743376412866,2.051137300715047,-2.081646066220373
Panel 107039101,4.624435068160051,1.4387447448598114,-2.5236716884036707
Panel 107040101,-0.7594947922011117,0.6170171413382335,4.368618528327917
Panel 107041101,-0.23101443310493477,0.8295897219731972,3.580707003586799
Panel 107047101,3.147709549405158,1.4458262286778725,-0.01508830030647136
Panel 107049101,1.783832655461937,0.8674903100211454,1.0824727807427628
Panel 107050101,-0.4648220903439121,2.614187877739674,1.697841107851028
Panel 107054101,0.3142796845411796,0.6486220354737029,0.019866708164382227
Panel 108008103,5.3514996833356845,-0.26853060711087423,-0.977393214029702
Panel 108009101,1.8390354396377133,1.6788417046388966,0.8762097027428526
Panel 108023101,1.651724068661223,4.5734354576057,-2.1322911701831746
Panel 108031101,2.332991572900041,3.8374632009605936,-2.051349952017339
Panel 108032101,0.36267916954995644,3.870982998713927,-0.3209480705722491
Panel 108035101,0.7903126591363383,0.29829484491784447,0.3700856708593877
Panel 108040101,4.390721212640998,0.523849175465374,-1.1881673872702672
Panel 108044105,-2.30608469086865,2.063017847272657,4.220552511148602
Panel 108052110,-1.4650821635704852,4.688662840334338,0.9410024892522132
Panel 108058101,3.31907093945019,1.9134509288295276,-1.046137352296714
Panel 108071101,1.4079758474974395,1.3538007862876318,0.8469318508301085
Panel 109012101,3.6583434949929297,-0.9914608445635691,1.6459066799680742
Panel 109013101,0.46143374310280605,2.237610260110591,1.1854262409611591
Panel 109016101,-0.8376802251556148,1.8040411324758572,3.261799491635953
Panel 109017101,-0.15508221652414952,2.760794766620991,2.039834187908578
Panel 109019101,1.0882990382797122,-0.3107117535387099,-0.28935780162812424
Panel 109024101,2.4673579007355158,1.7918340286487133,-0.34706638306483123
Panel 109029101,1.5015013907043724,-0.11987515969766528,0.7750661822618538
Panel 109030101,7.173229158318511,-0.3509117697640407,-2.564280269759183
Panel 109037101,2.020722142534804,-2.6142630247705383,4.8273010999056245
Panel 109039101,0.7081002941171249,0.39291721669303115,0.3000332015844039
Panel 109040101,2.502907728350645,4.159356519731163,-2.3491527312640255
Panel 109045101,0.8446157734341828,2.628514940017396,0.22666314254182246
Panel 109050101,4.632327410085786,0.6860302511624033,-2.2108519466642833
Panel 109052101,-3.7963707951179466,4.689211870854808,2.412666626669276
Panel 110007101,0.36374653992686573,1.872299888720817,-0.5411177814389417
Panel 110010101,1.653373766061745,2.13639300907941,0.3012354644305838
Panel 110013101,-0.1437481924735928,4.33685638426056,-0.1380340930437827
Panel 110023101,0.387149137083033,0.040582055814164304,0.6045827379336983
Panel 110029101,7.469280062138075,-1.3983599400342666,-1.7457189148681016
Panel 110037101,2.2217377151163795,0.6110051631025276,0.8794709209111804
Panel 110053101,1.586026935360075,2.2831925758286578,-0.15299271948630955
Panel 110056101,-3.4070442961366068,4.869971259328628,2.240529004367821
Panel 110057101,0.950550646679949,1.5467705473109619,1.9285146730700138
Panel 110058101,1.0459101129047295,2.0120928608480715,1.5049896377571692
Panel 110062101,2.0837884468888306,1.033894634609131,0.7783508723789531
Panel 110063101,2.0360920008232646,-0.450513476372985,2.10185601219411
Panel 110065101,5.226586717903511,-0.2595650394953948,-0.8028730543579077
Panel 110069102,0.5937313856800658,-0.08047620646777914,0.23560879773083362
Panel 111008101,2.6766825982980764,0.11752466583211013,0.9614812497536692
Panel 111009101,1.1584198697111192,3.32572975459425,0.0017830310969805837
Panel 111010101,4.304533106315355,2.4380275023810194,-2.2472427109192563
Panel 111014101,-2.5200759223111957,6.093851708891891,0.6371744693190002
Panel 111015101,0.805350601855024,1.725278787287179,1.7394985057602037
Panel 111016101,1.4503643908811135,3.3191074266350875,-0.5719244485037295
Panel 112011101,4.572375196578198,-2.124177415513498,1.6964696828697665
Panel 112015101,2.613466651465973,1.9211993347138732,-0.12005996447147096
Panel 112020101,-1.6709645275578149,4.424104594341977,1.5483033981820573
Panel 112028101,3.7432714536527567,5.663620353270536,-4.849229599975316
Panel 113006101,-1.454548283048508,1.7832851503394143,4.024572155398152
Panel 113007101,1.7299085746460827,3.4556382454500185,-2.0071039112361118
Panel 114002101,2.958727214479961,1.3278524062730146,0.23678361789616706
Panel 115001101,0.4356498911130821,0.1592643359640292,1.1291885600241465
Panel 115002101,1.5642688803064844,5.484806865469243,-2.499482378774873
Panel 117001101,-1.235432690996965,4.701491665124295,0.7466691935775422
Panel 117003101,2.2616883824872303,-0.8263572678470913,2.2467307957251297
Panel 117004101,2.125047446529296,2.337432081629526,-1.7982114384689711
Panel 117005101,0.26504316683026086,-4.83579068915319,9.255612665081074
Panel 117006101,1.3300863809653127,0.6363343886930987,2.9783194601718384
Panel 117007101,3.4066750792154026,4.516527780729686,-3.7735952225509712
Panel 117008101,2.8445301052238476,1.0296178038048498,0.2897481370444778
Panel 117009101,-1.9720344867661037,3.0590927557640883,2.317857493468423
Panel 117012101,4.032749771964212,1.957586491366301,-2.359449111438318
Panel 121065102,5.401839082382894,0.13170911467755997,-1.3817818090625882
Panel 121067101,2.853066626204936,0.04252066973697975,1.3531347898308819
Panel 121076101,3.6433598654265564,-2.046982920237154,2.5832797555756413
Panel 121078101,-0.0027781515444379803,1.5181991125587808,3.003674734230241
Panel 121080101,3.1564798717861553,0.34788498095252046,0.2207223847075693
Panel 122001101,-3.1835192071969782,4.364019969310649,2.8352528218388002
Panel 122008101,0.37120521933334305,0.9381973740333068,0.7520142780456452
Panel 122008104,1.42562315482712,3.1300399656103157,0.8469241825189128
Panel 122010101,1.0633506284979484,-0.11674047405756585,3.2600047247595576
Panel 123012101,-2.717023673510438,3.1563269249422286,3.7958817171562784
Panel 123020101,0.765275686255527,0.07753845654252339,0.8146409675241437
Panel 124032101,-0.749824637599297,3.850593238968101,1.0903536199026305
Panel 124033101,0.33344681455213765,1.1098438560395716,0.4948883300537068
Panel 124035101,4.8848708814304915,3.4515410435316505,-4.730040256192835
Panel 124037101,2.4413666426061216,1.799917656939559,-1.494258787070183
Panel 124039101,1.0173491853280723,1.5405884192387054,2.0454975737120313
Panel 125010101,0.2363707001358646,5.394299029858918,-2.167118100582245
Panel 125012101,0.11014042797922916,0.08910282483826111,0.028575112485701833
Panel 125018101,4.099709894287713,-0.09631194018664498,-0.5345052638770645
Panel 125020101,0.3868330259110923,2.9579730560165913,1.5015662805092571
Panel 125022101,5.159311020608114,1.4770076465816906,-2.053656051652097
Panel 125023101,0.21103673709983292,1.6956186292418982,2.319258104239798
Panel 125027101,-5.797784843195299,12.181296226989788,-2.316126035806392
Panel 125028101,1.677769974396721,4.530085260949668,-2.5360040259971086
Panel 125031101,3.150453187105006,-1.7729928512275837,3.1624469970404876
Panel 129003101,0.5596487040873195,-3.541073746156836,7.528504639750352
Panel 129006101,1.8064572386968565,3.7128432285033757,-0.7307806403839092
Panel 129007101,1.7986775304217306,-2.482509180350161,5.01343321071202
Panel 129017101,7.036391129719556,-0.9135762458181962,-2.250826287467752
Panel 129018101,6.265174531840432,-0.5143101412284887,-1.656900052381226
Panel 129019101,3.639071975991482,4.496238938759337,-3.8093110691922383
Panel 130004101,2.3351860207951245,2.278303589365792,-1.9088617093397278
Panel 130005101,1.0720913302735182,1.1992292325307445,2.3998884898598387
Panel 130012101,1.0480110932196154,3.572958245716647,-0.33994670791200643
Panel 130017101,0.42373916126306194,0.7829171413394191,-0.06534245915604138
Panel 131016101,-3.6308618252899363,3.7208750510239117,3.5386125851518972
Panel 131017102,-0.15196621682330758,5.376221692831041,0.29634646473741627
Panel 131028101,2.38731994774147,0.36884921643773083,-0.23035821428195385
Panel 131032101,3.2561132847591616,0.22934256284189095,-1.5775577021956815
Panel 132002101,0.1051152751025097,0.5705805074240374,-0.28429205066752056
Panel 132002105,1.4624184596339123,1.3132563321070507,2.485910211092492
Panel 132009103,1.5959892949152497,4.417906387543494,-1.085997943696215
Panel 132011101,2.4622724223633923,-1.3419928477818297,3.1603497301474968
Panel 132016101,1.9050706612117958,1.7731698348220917,0.273125074997317
Panel 132018101,2.5374910337814915,0.8505732703858195,1.9709061145960007
Panel 132019101,3.827795463332986,1.6920688576782874,-2.0642594424290617
Panel 132021101,1.4028519385823077,-0.11986689172928085,2.862421136451766
Panel 132022101,1.178855972715596,2.4988757588922255,0.29034910379184975
Panel 132025101,0.5888933674407794,0.6203856407513748,0.20671830066698596
Panel 132025107,0.8862400856405059,1.2832556098429744,3.138664898066995
Panel 132033101,0.8861848067262882,1.5725942270554198,1.890666922281148
Panel 132037101,3.2579792164079295,0.4798518703386196,0.7090509635058999
Panel 132045101,0.8852937441442895,3.258297382420812,-0.05576136135857985
Panel 132047101,-0.012201617901847183,0.0146326815923925,0.2742269011782561
Panel 132052102,-0.2299529684964508,2.7828410780392376,1.3721085195169236
Panel 132054101,-2.9996740728523563,-0.8909868789044191,8.696659381951331
Panel 132061101,-2.4425864557769583,6.495734675553126,-0.01657527541332258
Panel 132064101,-4.790899811664036,7.35460608020065,1.4209737474361108
Panel 132070101,-1.308902678712856,0.798097491970753,4.398635964132801
Panel 132079101,0.8411107509944642,1.2284189934941763,2.4295503122757256
Panel 132080101,-0.5042897164812065,2.869132234271451,2.47392206405333
Panel 132084101,3.0333400015048766,0.5332877699276306,0.06486400327081666
Panel 133006101,0.8907414194303399,6.750663389763825,-3.4081923322800165
Panel 133014101,-2.316878577077892,3.755399481422926,2.908814571455813
Panel 133015101,1.612214200970644,0.9016332976243718,0.016455009934237173
Panel 133029102,6.413071297427045,0.07996166218554356,-2.285241781491698
Panel 133031101,-2.6067905660404924,3.3857229924139833,4.108212805166224
