Product,X1,X2,X3
Baby Cereal_102.0,1.1849098588273872,1.3899293914256996,1.3236872292888262
Baby Cereal_11.0,1.6218340577654748,1.6452549007519868,1.7003464232327985
Baby Cereal_113.9,0.8819558484728623,0.9620323987050653,1.0938446449579242
Baby Cereal_12.0,2.076910989031347,2.312147100376802,2.1696875664148583
Baby Cereal_12.67,1.8518501416680788,1.7923897863772082,1.909054228300885
Baby Cereal_13.6,1.3253428324758012,1.1895828601089937,1.1523950933089542
Baby Cereal_134.5,1.7586946869005646,1.8662497176923216,1.7203650396780037
Baby Cereal_14.0,0.6720539749434891,0.37723420223964815,0.33406090045786113
Baby Cereal_14.2,1.4892850271049038,1.4935055918841267,1.488607309247129
Baby Cereal_14.5,2.249665300547217,1.9293831777162007,2.0632127057570857
Baby Cereal_15.0,0.7535755770692164,1.1576179915375653,1.7632912391629516
Baby Cereal_15.8,1.2544872699757503,1.181621856977588,1.4300260592656016
Baby Cereal_152.0,0.5651439145729532,0.691451562416422,0.5269566296358534
Baby Cereal_16.0,2.231667087585923,1.4706335260047672,1.4691483933328238
Baby Cereal_16.6,1.805080405454848,1.2343969582884635,3.068887622832186
Baby Cereal_169.0,1.3343158011101168,1.3427324223194417,1.3731517959109338
Baby Cereal_17.65,0.672002823895209,0.31796071775915347,0.6811721419424153
Baby Cereal_17.67,1.683733234765566,1.7274798262153075,1.7337197649841278
Baby Cereal_17.8,1.2730041598150588,-0.5500614657906814,0.3694182360628097
Baby Cereal_18.0,-1.2340766883396046,-0.1460968179486117,2.182618403133048
Baby Cereal_18.33,0.07386687191147853,0.3981960987504321,0.1599562875639521
Baby Cereal_18.6,0.0769018875578941,0.14398946367915078,-0.18575173574824191
Baby Cereal_18.8,1.7635640854259091,1.6022771882503077,1.6234442183075368
Baby Cereal_18.83,0.876553591267532,0.9970602661495932,0.8595837083935923
Baby Cereal_19.0,0.6098637737529669,1.553744850953551,1.2401187471744786
Baby Cereal_19.2,2.102323131774558,2.060037016244133,1.9736099194960124
Baby Cereal_19.8,1.3281335784869381,1.6395647912384,0.08627243796126488
Baby Cereal_19.83,0.36655770988962605,2.2627854739519773,0.43405354409056535
Baby Cereal_20.0,1.6712868222680988,0.8433306754300827,1.4140319956285228
Baby Cereal_20.2,1.914387315518419,1.9382544447260008,1.9689292367403672
Baby Cereal_20.29,0.6366385978109513,0.4225533553742757,0.12687552159324356
Baby Cereal_20.33,0.46928927617958294,0.6045724258487453,0.39066563415575645
Baby Cereal_20.6,1.1479243094286031,0.9537990054303184,1.345219067296955
Baby Cereal_20.75,0.4059401986322638,0.4276728456483881,0.5960672457823666
Baby Cereal_20.8,2.7881319788837122,1.0785140100561614,-0.08961779813736784
Baby Cereal_20.9,0.3636015698805563,0.6143084333429986,0.2997118317567761
Baby Cereal_20.91,1.042502221452666,1.1129836481897342,1.0277888119022942
Baby Cereal_21.0,1.1747703378977083,3.0086899352636323,1.3395893543678896
Baby Cereal_21.18,0.6571137812654402,0.31234217116114354,0.5301818893496472
Baby Cereal_21.2,1.2087190787313429,1.1704801110845848,0.7988832853757833
Baby Cereal_21.43,1.9484484859520304,1.840834158841381,1.9507118840750712
Baby Cereal_21.5,1.5081652015921208,0.3437019608531794,0.5564408980706005
Baby Cereal_21.6,1.4942926049375849,1.7344228916655207,1.8317750647312112
Baby Cereal_21.64,0.6884976990871755,-0.1504657728350999,0.9101931686642314
Baby Cereal_21.67,0.061561189432280145,-0.1335184156221154,0.593342186283357
Baby Cereal_21.8,0.8516463028511825,1.3135986964481603,1.8918651926836807
Baby Cereal_21.9,1.7185071240477596,1.680440989058606,1.7576838169206228
Baby Cereal_22.0,1.6066539326452112,0.8242834234946101,1.5859475370619485
Baby Cereal_22.06,0.6813539531981521,0.27769813767463075,0.3150925483421334
Baby Cereal_22.2,1.206203371402808,1.4382262502880583,1.3322946165522063
Baby Cereal_22.25,0.5268330725336865,0.6693159577234411,0.7472087313641835
Baby Cereal_22.4,0.7613205167497503,0.46965058010610683,0.8824294261074888
Baby Cereal_22.5,0.6501510882786232,0.9882272528779307,0.5515600287154431
Baby Cereal_22.6,1.090063231804234,0.9390894128456447,1.0734425823916875
Baby Cereal_22.67,0.6670482559191631,0.6832090553995117,0.7091643555738053
Baby Cereal_22.8,0.24690821223727435,0.4702804009502453,0.5478939854493967
Baby Cereal_22.94,0.4016833872193275,-0.09541893486444941,0.21090327366108066
Baby Cereal_229.0,0.18786325157675038,0.3866985863490062,0.31390283850031653
Baby Cereal_23.0,2.8947577218927565,1.6851415993171979,-0.596332468685195
Baby Cereal_23.17,1.0520480167466306,1.0941318219713225,0.9780135686807956
Baby Cereal_23.33,-0.10241000209526291,0.13487121566260452,0.6682318817180033
Baby Cereal_23.47,0.7578404584922118,0.4687834508483771,0.640515119381303
Baby Cereal_23.67,0.5010371235460533,0.4100843883570465,0.5433415437673943
Baby Cereal_23.8,1.1986462530034439,2.035910802784666,1.1940492779286611
