Category,Name,Quantity,Price,Discount,OriginalPrice,PricePerVolume,OriginalPricePerVolume
Coffee,Tesco Classic White Coffee (40gx15),0.6,8.99,0,8.99,15,15
Coffee,Super Essenso 3 In 1 Microground Coffee,0.5,15.49,0,15.49,31,31
Coffee,Pokka Rich Coffee,0.24,2.28,-5,2.39,9.5,10
Coffee,Tesco Rich Coffee,0.5,7.99,0,7.99,16,16
Coffee,Tesco Classic Coffee,0.2,18.38,0,18.38,91.9,91.9
Coffee,Super 3 In 1 Charcoal Roasted Instant White Coffee (15 Sachets x 36g),0.36,14.99,0,14.99,41.6,41.6
Coffee,Nescafé Classic Coffee,0.05,7.71,0,7.71,154.2,154.2
Coffee,Nescafé Latte Coffee,1.44,10.41,-26,14.05,7.2,9.7
Coffee,Nescafé Tarik Coffee,0.24,2.15,-10,2.39,9,10
Coffee,Nescafé Original Coffee,0.24,2.15,-10,2.39,9,10
Coffee,Nescafé Mocha Coffee,1.44,10.41,-26,14.05,7.2,9.7
Coffee,Boncafe Colombiana Coffee,0.1,17.99,0,17.99,179.9,179.9
Coffee,Nescafé Classic Coffee,0.1,14.11,0,14.11,141.1,141.1
Coffee,Nescafé Latte Coffee,0.24,2.15,-10,2.39,9,10
Coffee,Boncafe Brazillian Coffee,0.2,26.99,0,26.99,134.9,134.9
Coffee,Pokka Cappuccino Coffee,0.24,2.28,-5,2.39,9.5,10
Coffee,Nescafé Classic Coffee,0.2,25.24,0,25.24,126.2,126.2
Coffee,Nescafé Decaf Coffee,0.1,16.46,0,16.46,164.6,164.6
Coffee,Wonda Premium Coffee Original,0.24,2.55,0,2.55,10.6,10.6
Coffee,Wonda Premium Coffee Latte,0.24,2.55,0,2.55,10.6,10.6
Coffee,Kapal Api Coffee Mixture (Coarse),0.18,4.99,0,4.99,27.7,27.7
Coffee,Wonda Premium Coffee Mocha,0.24,2.55,0,2.55,10.6,10.6
Coffee,Nescafé Decaf Jar Coffee,0.1,16.46,0,16.46,164.6,164.6
Coffee,Nescafé Classic Jar Coffee,0.1,14.1,0,14.1,141,141
Coffee,Nescafé Classic Jar Coffee,0.2,25.24,0,25.24,126.2,126.2
Coffee,Bonaroma Bali Kintamani Coffee,0.2,26.99,0,26.99,134.9,134.9
Coffee,Pokka Premium Milk Coffee,0.5,3.98,-3,4.09,8,8.2
Coffee,An Huat Premix White Coffee,0.038,15.99,0,15.99,420.8,420.8
Coffee,Nutrigold White Cofffee Coffee,0.45,11.71,-20,14.55,26,32.5
Coffee,Nescafé Classic Refill Coffee,0.2,14.43,-20,18.15,72.1,90.1
Coffee,Tesco Classic Decaffeinated Coffee,0.2,22.19,0,22.19,111,111
Coffee,Pokka Premium Cappuccino Coffee,0.5,3.98,-3,4.09,8,8.2
Coffee,Wonda Premium Coffee Original,0.96,6.75,-21,8.55,7,8.9
Coffee,Nescafé Creamy Roast Coffee,0.24,2.15,-10,2.39,9,10
Coffee,Starbucks Cappucino Ground Coffee,0.066,32,0,32,484.8,484.8
Coffee,Nutrigold White Coffee 3 In 1,0.6,11.71,-20,14.55,19.5,24.4
Coffee,Pokka Vanilla Milk Coffee Drink,0.24,2.28,-5,2.39,9.5,10
Coffee,Papparich White Coffee 2 In 1,0.3,13.99,0,13.99,46.6,46.6
Coffee,Hang Tuah Malaysian Coffee Mixture,0.2,5.19,0,5.19,26,26
Coffee,Nutrigold White Coffee 3 In 1 (15 Sachets,0.45,11.71,-20,14.55,26,32.5
Coffee,Kaw Kapal Api - Coffee Mixture,0.5,12.59,0,12.59,25.2,25.2
Coffee,Tesco White Coffee - Hazelnut Flavour,0.6,8.99,0,8.99,15,15
Coffee,Super Coffee 3 In 1 Rich,0.5,10.39,-13,11.99,20.8,23.9
Coffee,Starbucks Caramel Macchiato Ground Coffee,0.066,32,0,32,484.8,484.8
Coffee,Petani Kacip Fatimah & Manjakani Coffee,0.5,16.65,0,16.65,33.3,33.3
Coffee,Farm Fresh Cafe Latte Coffee,0.7,9.25,-10,10.25,13.2,14.7
Coffee,Tesco French Fresh Ground Coffee,0.227,12.69,0,12.69,55.9,55.9
Coffee,Kopiko 3 In One Coffee Kaw,3.333333333333333,12.99,0,12.99,43.3,43.3
Coffee,An Huat Gold Medal White Coffee,0.038,15.29,0,15.29,402.4,402.4
Coffee,Nescafé Gold Blend Coffee Powder,0.2,34.49,0,34.49,172.4,172.4
Coffee,Bonaroma Vietnam Da Lat Coffee,0.2,26.99,0,26.99,134.9,134.9
Coffee,Nescafé Ipoh White Coffe Coffee,0.24,2.15,-10,2.39,9,10
Coffee,Tesco Everyday Value Mixed Coffee,0.25,3.49,0,3.49,14,14
Coffee,Nescafé Classic Coffee Powder 50G,0.05,5.84,-3,6,116.8,120.4
Coffee,Nescafé Creamy Roast Coffee Drink,0.24,10.41,-26,14.05,43.4,58.6
Coffee,Petani Eury Cafãƒæ’Ã‚Â© Coffee,0.5,17.99,0,17.99,36,36
Coffee,Kopiko Brown Coffee (30 Sachets),1.3378248315688162,10.39,-13,11.99,13.9,16
Coffee,Hang Tuah Malaysian Coffee Mixture,0.2,5.19,0,5.19,26,26
Coffee,Starbucks Espresso Roast Ground Coffee,0.066,32,0,32,484.8,484.8
Coffee,Starbucks Colombia Espresso Ground Coffee,0.066,32,0,32,484.8,484.8
Coffee,Tesco Gold Strength 3 Coffee,0.1,14.89,0,14.89,148.9,148.9
Coffee,Super Charcoal Roasted White Coffee Classic (15 Sachets),1.6666666666666665,13.44,-7,14.45,22.4,24.1
Coffee,Wetra Premix Original Ipoh White Coffee (15 Sachets),0.45,15.39,0,15.39,34.2,34.2
Coffee,Papparich White Coffee Stevia Leaf Extract (12 Sachets),0.238,11.99,0,11.99,50.4,50.4
Coffee,Hang Tuah 2 In 1 Black Coffee,0.5,8.79,0,8.79,17.6,17.6
Coffee,Aik Cheong Coffee Mixture Bags Strong 216G,0.216,8.5,-15,9.99,39.4,46.4
Coffee,Nutrigold White Coffee 3 In 1 - Hazelnut (15 Sachets),0.45,11.71,-20,14.55,26,32.5
Coffee,Apache Ipoh Premium Black White Coffee,0.6,16.99,0,16.99,28.3,28.3
Coffee,Cap Tupai Sin Sing Coffee Powder,0.5,10.99,0,10.99,22,22
Coffee,Hang Tuah 2 In 1 Black Coffee,0.5,8.18,-7,8.79,16.4,17.6
Coffee,Nescafé Classic Arabica & Robusta Blend Coffee,0.05,7.71,0,7.71,154.2,154.2
Coffee,Nescafé Gold Decaf Blend Coffee Powder,0.1,23.19,0,23.19,231.9,231.9
Coffee,Nescafe Creamy Latte Coffee (12 Sticks),0.372,12.99,0,12.99,34.9,34.9
Coffee,Boncafe Decaffeinated Gourmet Freeze-Dried Coffee,0.1,22.99,0,22.99,229.9,229.9
Coffee,Aik Cheong 2 In 1Kopi O Coffee,0.4,9.99,0,9.99,25,25
Coffee,Tesco 3-in-1 Premix Coffee (25x20g),0.5,7.99,0,7.99,16,16
Coffee,Davidoff Cafe Grande Espresso 57 Coffee,0.1,30.99,0,30.99,309.9,309.9
Coffee,Kopiko L.A Premix Coffee (24 Sachet),4.003707136237257,10.79,-23,13.99,43.2,56.1
Coffee,Nescafe Flat White Coffee (15 Sticks),0.3,15,0,15,50,50
Coffee,Nescafé Dolce Gusto Latte Macchiato Coffee,0.19440000000000002,27.99,0,27.99,144,144
Coffee,Wonda Premium Mocha Coffee  (4 Cans),0.24,6.75,-21,8.55,28.1,35.6
Coffee,Wonda Premium Latte Coffee (4 Cans),0.24,6.75,-21,8.55,28.1,35.6
Coffee,Alicafe White Premix Coffee (15 Sachets),1.6639118457300277,18.15,0,18.15,30.2,30.2
Coffee,Nescafé Gold Decaf Blend Coffee Powder,0.1,23.19,0,23.19,231.9,231.9
Coffee,Boncafe Pure All Day Gourmet Coffee,0.2,19.99,0,19.99,99.9,99.9
Coffee,Super Coffee Rich (20g x 25),2.0019249278152067,10.39,-13,11.99,20.8,23.9
Coffee,Nescafe Classic Dark Roast Coffee Powder,0.2,18.99,0,18.99,94.9,94.9
Coffee,Nescafé Gold Rich Aroma Pure Soluble Coffee,0.05,10.84,0,10.84,216.8,216.8
Coffee,Super Charcoal Roasted White Coffee (15 Sachets),0.375,12.75,-15,14.99,34,40
Coffee,Super Coffee 3 In 1 Low Fat Regular,0.6,10.39,-13,11.99,17.3,19.9
Coffee,Nescafé Gold Rich Aroma Pure Soluble Coffee,0.1,21.93,0,21.93,219.3,219.3
Coffee,Tesco Finest Fairtrade Guantemalan Roast & Ground Coffee,0.227,18.49,0,18.49,81.5,81.5
Coffee,Sin Sing Malacca Black Coffee (Kopi-O),0.2,8.45,0,8.45,42.2,42.2
Coffee,Power Root Per'L Cafe 4 In 1 Coffee,0.4,15.99,0,15.99,40,40
Coffee,Tesco Gold Freeze Dried Strength 3 Coffee,0.2,22.49,0,22.49,112.4,112.4
Coffee,Tesco Classic Rich Roast Full Flavoured Coffee,0.1,10.99,0,10.99,109.9,109.9
Coffee,Hang Tuah 3 In 1 Pre-Mix Coffee,0.4,13.49,0,13.49,33.7,33.7
Coffee,Sin Sing Kopi O Coffee Mixture Bags (100 Sachets),1,24.99,0,24.99,25,25
Coffee,Aik Cheong White Coffee 3 In 1 Original,0.6,13.99,0,13.99,23.3,23.3
Coffee,Starbucks Pike Place Roast Whole Bean Coffee,0.2,27.65,0,27.65,138.2,138.2
Coffee,Nescafé Dolce Gusto Cafe Au Lait Coffee,0.16,29.9,0,29.9,186.9,186.9
Coffee,Starbucks House Blend Medium Roast Ground Coffee,0.2,27.65,0,27.65,138.2,138.2
Coffee,Tesco Colombian Fresh 3 Medium Ground Coffee,0.227,18.49,0,18.49,81.5,81.5
Coffee,Ah Huat Black Coffee (Kosong) (20 Sachets),0.2,10.39,0,10.39,52,52
Coffee,Davidoff Cafe Grande Cuvee Fine Aroma Coffee,0.1,30.99,0,30.99,309.9,309.9
Coffee,Apache White Coffee Special Gold (15 Sticks),0.375,16.25,0,16.25,43.3,43.3
Coffee,Aik Cheong Hazelnut 3 In 1 White Coffee Tarik,0.6,13.99,0,13.99,23.3,23.3
Coffee,Nescafé Blend & Brew Mild Premix Coffee (25 Sticks),2.1025641025641026,7.8,-40,12.99,16.4,27.3
Coffee,Nestle Nescafe Latte Mocha Premix Coffee (15 Sticks),2.1462945139557266,10.39,-13,11.99,22.3,25.6
Coffee,Tesco 3 In 1 Premix Mild Coffee (30 Sachet),1.6645807259073844,7.99,0,7.99,13.3,13.3
Coffee,Ah Huat White Coffee Classic (15s x 30g),2.22130470685384,12.11,-27,16.59,26.9,36.8
Coffee,Tesco Italian Fresh 4 Medium Strong Ground Coffee,0.227,18.49,0,18.49,81.5,81.5
Coffee,Power Root Alicafãƒâ© Latte Coffee Ready Mix,0.24,2.09,0,2.09,8.7,8.7
Coffee,Nescafé 3 In 1 Original Premix Coffee (28 Sticks),0.033,7.8,-40,12.99,236.4,394
Coffee,Pappa Rich 3 In 1 White Coffee (12 Sachet),2.7749140893470785,11.64,-5,12.25,32.3,34
Coffee,Tesco Regular 3-in-1 Premix Coffee (30 Packets),1,7.99,0,7.99,8,8
Coffee,Nescafe Gold Americano Coffee(15 Sticks x 12g),5.553333333333333,15,0,15,83.3,83.3
Coffee,Nescafé Hazelnut Flavour Latte Premix Coffee (20 Sticks),2.083024462564863,13.49,0,13.49,28.1,28.1
Coffee,Aik Cheong White Coffee 2 In 1 Smoother & Richer,0.45,14.99,0,14.99,33.3,33.3
Coffee,Davidoff Davidoff Cafe Grande Cuvee Rich Aroma Coffee,0.1,30.99,0,30.99,309.9,309.9
Coffee,Aik Cheong White Coffee 3 In 1 Less Sugar,0.6,13.99,0,13.99,23.3,23.3
Coffee,Wonda Original 3 In 1 Coffee (15 Sachets x 25g),2.6632739609838847,11.79,-21,14.99,31.4,39.7
Coffee,Wonda Premium Extra Presso Milk Coffee Drink (4 Cans),1.037037037037037,6.75,-21,8.55,7,8.9
Coffee,Love Earth Natural  Black Coffee With Bamboo Salt (15 Teabags),0.01,9.59,-36,14.89,959,1498.4
Coffee,Ah Huat White Coffee Extra Rich (15s x 40g),0.48,15.03,-6,15.99,31.3,33.3
Coffee,Nescafé Original Flavoured Tarik Milk Coffee Drink (6 Cans),0.69164265129683,10.41,-26,14.05,7.2,9.7
Coffee,Nescafé 3 In 1 Original Premix Coffee (28 + 5 Sticks),1.5919923736892276,10.49,-19,12.99,16.7,20.6
Coffee,Tesco 3-in-1 Premix Coffee (30 Stick x 20g),0.6,7.99,0,7.99,13.3,13.3
Coffee,Power Root Alicafe 5 In 1 Tongkat Ali With Ginseng Coffee,0.6,18.99,0,18.99,31.6,31.6
Coffee,Hang Tuah Kopi-O Black Coffee Sachet (20 Sachets),5.005889281507656,8.49,0,8.49,42.5,42.5
Coffee,Wonda 3 In 1 Mocha Flavoured Coffee (15 Sachets x 28g),2.383375742154368,11.79,-21,14.99,28.1,35.6
Coffee,Nescafe Blend & Brew Mild Premix Coffee (25 Packs x 19g),2.1021021021021022,9.99,-28,13.89,21,29.2
Coffee,Power Root Alicafe Classic 3 In 1 Premix Coffee (20 Sachets),0.4,9.99,0,9.99,25,25
Coffee,Wonda 3 In 1 Kopi Tarik Coffee Mix (15 Sachets x 25g),2.6661197703035278,12.19,-28,16.99,32.5,45.1
Coffee,"Sin Sing 2 In 1 Malacca Coffee ""O"" Mix With Sugar (20 Sachets)",1.9187817258883249,9.85,0,9.85,18.9,18.9
Coffee,Power Root Ah Huat Premix White Coffee Low Fat No Sugar Added,4.5,16.59,0,16.59,3.7,3.7
Coffee,Power Root Alicafe Tongkat Ali & Ginseng 5 In 1 Caramel Coffee Ready Mix,0.6,18.15,0,18.15,30.2,30.2
Coffee,Power Root Alicafe Tongkat Ali & Ginseng 5 In 1 Lebih Pekat Coffee Ready Mix,0.6,18.15,0,18.15,30.2,30.2
Coffee,Coffee-Mate Coffee Creamer,0.2,4.29,0,4.29,21.4,21.4
Coffee,Kopiko Coffee Candy (30 Pieces),11.117166212534059,3.67,-8,3.99,40.8,44.3
Coffee,Kopiko Mini Coffee,0.9,18.15,0,18.15,20.2,20.2
Coffee,Coffee-Mate Coffee Creamer Stick-pack,4.005006257822278,7.99,0,7.99,32,32
Coffee,MASSIMO Duetto Coffee,0.055,0.9,0,0.9,16.4,16.4
Coffee,Haagen-Dazs Coffee Ice Cream,0.473,31.2,0,31.2,66,66
Coffee,Kopiko Coffee Shot Candy,0.9,18.15,0,18.15,20.2,20.2
Coffee,Kopiko Coffee Shot Cappucinno Candy,0.15,3.37,-9,3.69,22.5,24.7
Coffee,Chek Hup Coffee Rock Sugar,0.4,7.39,0,7.39,18.5,18.5
Coffee,Kopiko The Original Sugar Free Real Coffee Candy,0.075,3.67,-8,3.99,48.9,53.2
Coffee,St Ives Energizing Coconut & Coffee Scrub,0.17,27.8,0,27.8,163.5,163.5
Coffee,Dutch Lady Milk UHT Pure Farm Coffee 6 x 200ml,0.8353510895883778,8.26,-11,9.3,6.9,7.8
Condensed/Evap Milk,F&N Full Cream Sweetened Condensed Milk,0.392,4.2,-15,4.94,10.7,12.6
Condensed/Evap Milk,Campbells Mushroom Potage Condensed Soup,0.305,5.2,0,5.2,17,17
Condensed/Evap Milk,Campbell's Cream Of Chicken Condensed Soup,0.3,5.2,0,5.2,17.3,17.3
Condensed/Evap Milk,Campbell Premium Selection Wild Mushroom Condensed Soup,0.3,5.59,0,5.59,18.6,18.6
Condensed/Evap Milk,Tesco Milk Chocolat,0.25,4.99,0,4.99,20,20
Condensed/Evap Milk,Just Milk Strawberry Flavoured Milk,1,5.24,-15,6.2,5.2,6.1
Condensed/Evap Milk,Farmhouse Fresh Milk Drink,1,6.11,-35,9.4,6.1,9.4
Condensed/Evap Milk,Mars 5 Snack Thick Mlik Chocolate,0.18,8.23,-10,9.19,45.7,50.8
Condensed/Evap Milk,RASAKU Original Coconut Milk,1,10.35,0,10.35,10.3,10.3
Condensed/Evap Milk,Mars Milk Chocolate,0.053,3.59,0,3.59,67.7,67.7
Condensed/Evap Milk,Ovaltine Malted Milk,0.3,14.15,0,14.15,47.2,47.2
Condensed/Evap Milk,MAY Milk Luxury Bar Soap (3 Bar),3.90625,3.2,0,3.2,12.5,12.5
Condensed/Evap Milk,NUBIAN Goat'S Milk Drink,0.2,5.6,0,5.6,28,28
Condensed/Evap Milk,Pokka Melon Milk,1,5.55,0,5.55,5.6,5.6
Condensed/Evap Milk,Nestle Just Milk Full Cream Milk,1,5.21,-14,6.09,5.2,6
Condensed/Evap Milk,VOCHELLE Dairy Milk Chocolate,0.18,7.29,-14,8.49,40.5,47.1
Condensed/Evap Milk,AKASA Coconut Milk,0.2,2.1,-16,2.49,10.5,12.5
Condensed/Evap Milk,Kinder Joy Bueno With Milk & Hazelnuts Milk Chocolate,23.25814536340852,3.99,0,3.99,92.8,92.8
Condensed/Evap Milk,Hershey's Kisses Creamy Milk Chocolate With Milk 146g,0.146,13.99,0,13.99,95.8,95.8
Condensed/Evap Milk,"MU'MIN Junior Milk Bath Goat's Milk, Mango & Apple",0.75,15.79,0,15.79,21.1,21.1
Condensed/Evap Milk,"Mu'Min Junior Milk Bath Goat's Milk, Mango & Apple",0.3,6.79,0,6.79,22.6,22.6
Condensed/Evap Milk,"Mu'Min Junior Milk Shampoo Goat's Milk, Mango & Apple",0.3,8.89,0,8.89,29.6,29.6
Condensed/Evap Milk,Homesoy Soya Milk,1,2,-30,2.85,2,2.9
Condensed/Evap Milk,Tiger Biskuat Milk,0.175,2.8,0,2.8,16,16
Condensed/Evap Milk,Tesco Milk Chocolate,0.165,5.87,-16,6.99,35.6,42.4
Condensed/Evap Milk,Twix Milk Chocolate,0.055,3.79,0,3.79,68.9,68.9
Condensed/Evap Milk,Tesco Fresh Milk,1,5.99,0,5.99,6,6
Condensed/Evap Milk,FERNLEAF Family Milk,0.5548940223862825,41.99,0,41.99,23.3,23.3
Condensed/Evap Milk,Drinho Lychee Milk,1,2.31,-3,2.39,2.3,2.4
Condensed/Evap Milk,Cerelac Rice With Milk,0.35,12.29,0,12.29,35.1,35.1
Condensed/Evap Milk,Lindt Milk Chocolate,0.1,11.99,0,11.99,119.9,119.9
Condensed/Evap Milk,Khalis Palm Milk,0.32,3.48,0,3.48,10.9,10.9
Condensed/Evap Milk,RASAKU Original Coconut Milk,0.2,2.12,-15,2.49,10.6,12.5
Condensed/Evap Milk,Colatta Milk Compound Chocolate,0.25,6.05,0,6.05,24.2,24.2
Condensed/Evap Milk,GOODDAY Fresh Milk Drink,1,5.54,-35,8.51,5.5,8.5
Condensed/Evap Milk,Marigold Uht Chocolate Milk,1,5.59,-4,5.8,5.6,5.8
Condensed/Evap Milk,Marigold Uht Full Cream Milk (6 Packet),0.8297567954220314,6.99,-13,8.05,5.8,6.7
Condensed/Evap Milk,Cadbury Dairy Milk Chocolate,0.165,8.11,-6,8.59,49.2,52.3
Condensed/Evap Milk,Cadbury Dairy Milk Chocolate,0.043,5.69,0,5.69,132.3,132.3
Condensed/Evap Milk,SAANEN Goat's Milk Soap,0.3,4.99,0,4.99,16.6,16.6
Condensed/Evap Milk,DKE Pure Goat Milk Powder (15 Sachets),0.27,23.53,0,23.53,87.1,87.1
Condensed/Evap Milk,Marigold Uht Low Fat Milk (6 Packet),0.8297567954220314,6.99,-13,8.05,5.8,6.7
Condensed/Evap Milk,Tatura Milk Cream Cheese,0.25,9.29,-7,9.99,37.2,40
Condensed/Evap Milk,Marigold Uht Strawberry Milk (6 Packet),0.8297567954220314,6.99,-13,8.05,5.8,6.7
Condensed/Evap Milk,Marigold Uht Chocolate Milk (6 Packet),0.8297567954220314,6.99,-13,8.05,5.8,6.7
Condensed/Evap Milk,Drinho Soya Bean Milk,1,1.92,-20,2.39,1.9,2.4
Condensed/Evap Milk,Tatura Milk Cream Cheese,0.5,19.28,-4,19.99,38.6,40.2
Condensed/Evap Milk,Homesoy Brown Sugar Soy Milk (6 Packs),0.6759443339960238,5.03,-16,5.99,3.4,4
Condensed/Evap Milk,Cocomas Coconut Cream,0.2,2.79,0,2.79,13.9,13.9
Condensed/Evap Milk,SUMMERFIELD Classic Chocolate Milk Drink,1,7.05,0,7.05,7,7
Condensed/Evap Milk,Tesco Malted Milk Biscuits,0.2,4.3,0,4.3,21.5,21.5
Condensed/Evap Milk,L'Oreal Paris L'Oreal Gentle Milk Facial Cleanser,0.2,23.61,-20,29.5,118,147.5
Condensed/Evap Milk,Cadbury Dairy Milk Hazelnut Chocolate,0.04,2.99,0,2.99,74.8,74.8
Condensed/Evap Milk,Kara Natural Coconut Milk,0.2,2.56,-20,3.19,12.8,16
Condensed/Evap Milk,Tesco Hazelnut Milk Chocolate,0.165,5.87,-16,6.99,35.6,42.4
Condensed/Evap Milk,Tesco Hazelnut Milk Chocolate,0.165,6.99,0,6.99,42.4,42.4
Condensed/Evap Milk,Johnson's Baby Milk Lotion,0.2,13.45,0,13.45,67.2,67.2
Condensed/Evap Milk,Hershey's Chocolate Soy Milk,0.946,5.11,-14,5.95,5.4,6.3
Condensed/Evap Milk,Cadbury Dairy Milk Chocolate,0.04,2.99,0,2.99,74.8,74.8
Condensed/Evap Milk,M&M's Milk Chocolate,0.1,4.47,-15,5.25,44.7,52.6
Condensed/Evap Milk,FERNLEAF Full Cream Milk,1,6.3,0,6.3,6.3,6.3
Condensed/Evap Milk,Anlene Uht Vanilla Milk,1,6.99,0,6.99,7,7
Condensed/Evap Milk,Pokka Premium Milk Coffee,0.5,3.98,-3,4.09,8,8.2
Condensed/Evap Milk,Loacker Sandwich Milk-Vanilla,0.2,13.28,0,13.28,66.4,66.4
Condensed/Evap Milk,Marigold Chocolate Milk Pudding,5.2542372881355925,2.95,0,2.95,15.5,15.5
Condensed/Evap Milk,Drinho Soya Bean Milk,0.3,1.15,0,1.15,3.8,3.8
Condensed/Evap Milk,Homesoy Original Soy Milk,0.75,4.85,0,4.85,6.5,6.5
Condensed/Evap Milk,GOODDAY Full Cream Milk,1,4.29,-35,6.59,4.3,6.6
Condensed/Evap Milk,Nestlé EveryDay Milk Powder,1.6,39.88,-8,43.4,24.9,27.1
Condensed/Evap Milk,GOODDAY Chocolate Flavoured Milk,1,6.85,-17,8.25,6.8,8.2
Condensed/Evap Milk,KitKat Bites Milk Chocolate,0.04,3.1,0,3.1,77.5,77.5
Condensed/Evap Milk,Nestlé EveryDay Milk Powder,1,26.1,0,26.1,26.1,26.1
Condensed/Evap Milk,Lactogrow 4 Milk Powder,0.65,23.49,0,23.49,36.1,36.1
Condensed/Evap Milk,Goodday Date Flavoured Milk,0.3,3.8,0,3.8,12.7,12.7
Condensed/Evap Milk,GOODDAY Strawberry Flavoured Milk,1,4.72,-26,6.42,4.7,6.4
Condensed/Evap Milk,Yeo's Soy Bean Milk,1,2.59,-12,2.95,2.6,3
Condensed/Evap Milk,SUMMERFIELD Dates Flavoured Milk,1,7.29,0,7.29,7.3,7.3
Condensed/Evap Milk,M&M's Milk Chocolate,0.2,8.99,0,8.99,44.9,44.9
Condensed/Evap Milk,FERNLEAF Chocolate Milk Drink,1,6.3,0,6.3,6.3,6.3
Condensed/Evap Milk,Nestlé EveryDay Milk Powder,0.55,18.7,0,18.7,34,34
Condensed/Evap Milk,Cadbury Dairy Milk Lickables,0.02,4.49,0,4.49,224.5,224.5
Condensed/Evap Milk,GOODDAY Strawberry Flavoured Milk,0.6699507389162561,10.15,0,10.15,6.8,6.8
Condensed/Evap Milk,SUMMERFIELD Chocolate Caramel Milk,1,7.29,0,7.29,7.3,7.3
Condensed/Evap Milk,GOODDAY Chocolate Flavoured Milk,0.6699507389162561,10.15,0,10.15,6.8,6.8
Condensed/Evap Milk,Lactogrow 3 Milk Powder,0.65,24.89,0,24.89,38.3,38.3
Condensed/Evap Milk,KitKat Wafer Milk Chocolate,9.527896995708153,6.99,0,6.99,66.6,66.6
Condensed/Evap Milk,Lactasoy Chocolate Soy Milk,0.5,4.49,0,4.49,9,9
Condensed/Evap Milk,Jw Chocolate Milk Breadspread,0.35,16.99,0,16.99,48.5,48.5
Condensed/Evap Milk,Pokka Mango Milk Drink,1,5.55,0,5.55,5.6,5.6
Condensed/Evap Milk,Cerelac Brown Rice & Milk,0.35,12.49,0,12.49,35.7,35.7
Condensed/Evap Milk,Dutch Lady Chocolate Milk,1,7.25,0,7.25,7.2,7.2
Condensed/Evap Milk,BIG FOOT Milk Cocoa,0.06,3,0,3,50,50
Condensed/Evap Milk,Farm Fresh Premium Chocolate Milk Drink,1,5.1,-35,7.84,5.1,7.8
Condensed/Evap Milk,Farm Fresh Pure Fresh Milk Drink,2,14.09,-6,14.98,7,7.4
Condensed/Evap Milk,Farm Fresh Pure Fresh Milk Drink,1,5.1,-35,7.84,5.1,7.8
Condensed/Evap Milk,M&S Coconut Milk Uht,0.2,2.16,-20,2.69,10.8,13.5
Condensed/Evap Milk,Marigold Hl Low Fat Milk,0.2,2.3,0,2.3,11.5,11.5
Condensed/Evap Milk,Ideal Full Cream Evaporated Milk,0.39,3.4,-15,3.99,8.7,10.2
Condensed/Evap Milk,FONTERRA Fernleaf A Full Cream Milk Powder,0.55,17.8,0,17.8,32.4,32.4
Condensed/Evap Milk,Marigold Uht Low Fat Milk,1,5.51,-5,5.8,5.5,5.8
Condensed/Evap Milk,Nivea Body Milk Intensive Moisture 400Ml,0.4,23.2,0,23.2,58,58
Condensed/Evap Milk,Goodday UHT Low Fat Milk 1L,1,4.75,-28,6.59,4.8,6.7
Condensed/Evap Milk,Pokka Vanilla Milk Coffee Drink,0.24,2.28,-5,2.39,9.5,10
Condensed/Evap Milk,Johnson's Baby Bath - Milk + Oats,0.6,12.99,0,12.99,21.7,21.7
Condensed/Evap Milk,Akasa Instant Coconut Milk Powder,0.05,1.1,0,1.1,22,22
Condensed/Evap Milk,Homesoy Brown Sugar Soya Milk,0.75,4.85,0,4.85,6.5,6.5
Condensed/Evap Milk,Cadbury Dairy Milk Chocolate Jar (100pcs x 1 Bottle),0.45,25.19,0,25.19,56,56
Condensed/Evap Milk,M&M's Milk Chocolate Candy,0.04,4.49,0,4.49,112.2,112.2
Condensed/Evap Milk,M&S Coconut Milk Uht,0.5,5.91,-9,6.49,11.8,13
Condensed/Evap Milk,F&N Magnolia Skim Milk,1,7.74,-10,8.59,7.7,8.6
Condensed/Evap Milk,GARDENIA Delicia Raspberry Milk & Cranberries,0.36,4.5,0,4.5,12.5,12.5
Condensed/Evap Milk,Homesoy Brown Sugar Soya Milk,1,2.43,-15,2.85,2.4,2.8
Condensed/Evap Milk,Delfi Chocolate Hazelnut And Milk Spread,0.35,11.29,-10,12.49,32.3,35.9
Condensed/Evap Milk,FONTERRA Fernleaf Full Cream Milk Powder,1.8,47.68,-1,47.99,26.5,26.8
Condensed/Evap Milk,Johnson's Baby Powder Milk + Rice,0.5,11.69,0,11.69,23.4,23.4
Condensed/Evap Milk,M&S Coconut Milk Uht,1,11.16,-7,11.99,11.2,12
Condensed/Evap Milk,Cadbury Dairy Milk Roast Almond Chocolate,0.165,8.11,-6,8.59,49.2,52.3
Condensed/Evap Milk,Cadbury Dairy Milk Black Forest Chocolate,0.165,7.99,-7,8.59,48.4,52
Condensed/Evap Milk,M&M's Peanut Milk Chocolate,0.2,8.79,0,8.79,43.9,43.9
Condensed/Evap Milk,Belvita Breakfast Biscuits - Milk & Cereal,0.16,5.49,0,5.49,34.3,34.3
Condensed/Evap Milk,Drinho Soya Milk Corn Flavour,1,2.65,0,2.65,2.6,2.6
Condensed/Evap Milk,NANO WHITE Clarifying Milk Facial Cleanser,0.2,22.55,0,22.55,112.8,112.8
Condensed/Evap Milk,Cadbury Dairy Milk Fruit & Nut Chocolate,0.04,2.99,0,2.99,74.8,74.8
Condensed/Evap Milk,Cadbury Dairy Milk Roast Almond Chocolate,0.04,2.99,0,2.99,74.8,74.8
