Category,Name,Quantity,Price,Discount,OriginalPrice,PricePerVolume,OriginalPricePerVolume
Tea,Oishi Black Tea Lemon,0.38,1.95,0,1.95,5.1,5.1
Tea,Oishi Original Green Tea,0.38,1.95,0,1.95,5.1,5.1
Tea,Tesco Everyday Value Tea,1,9.99,0,9.99,10,10
Tea,Pokka Japanese Green Tea,1.5,5.8,0,5.8,3.9,3.9
Tea,Lipton Lemon Ice Tea,0.3,1.65,0,1.65,5.5,5.5
Tea,PETANI Ice Lemon Tea,0.6,15.29,0,15.29,25.5,25.5
Tea,Yeo's Winter Melon Tea,1,2.64,-5,2.79,2.6,2.7
Tea,KMT Honey Jujube Tea,1.15,36.96,-5,38.8,32.1,33.8
Tea,Oyoshi Green Tea Original,1,3.31,-12,3.75,3.3,3.8
Tea,Pokka Green Tea Jasmine,1.5,5.22,-10,5.8,3.5,3.9
Tea,OSK Japanese Green Tea,10,20.19,-19,24.99,201.9,249.3
Tea,Summer Chrysanthemum Flower Tea,0.048,8.67,-4,8.99,180.6,188.1
Tea,Hansung Citron Honey Tea,0.868556701030928,38.8,0,38.8,33.7,33.7
Tea,Pokka Ice Lemon Tea (Juice),0.5,2.5,0,2.5,5,5
Tea,Pokka Chinese Green Tea Jasmine,0.3,1.7,0,1.7,5.7,5.7
Tea,Heaven & Earth Ice Lemon Tea Drink 300ml,0.3,1.55,0,1.55,5.2,5.2
Tea,Pokka Chrysanthemum With White Tea (6 Packs),1.5,7.99,0,7.99,5.3,5.3
Tea,Pokka Jasmine Green Tea (6 Cans),1.8,9.48,0,9.48,5.3,5.3
Tea,Heaven & Earth Ice Mango Tea Drink 300ml,0.3,1.55,0,1.55,5.2,5.2
Tea,Pokka Premium Milk Tea Original,0.5,3.98,-3,4.09,8,8.2
Tea,F&N Seasons Chrysanthemum Tea,0.3,1.59,0,1.59,5.3,5.3
Tea,NH DETOXLIM Natural Clenx Tea,0.06,28.8,0,28.8,480,480
Tea,Lipton Yellow Label Tea Leaves,0.2,6.49,0,6.49,32.4,32.4
Tea,Cap Masjid Masjid Tea Mixture,0.9,13.39,0,13.39,14.9,14.9
Tea,JIA DUO BAO Herbal Tea,0.31,2.99,0,2.99,9.6,9.6
Tea,Cap Masjid Masjid Tea Mixture,0.9,13.59,0,13.59,15.1,15.1
Tea,Dilmah Fragrant Jasmine Green Tea,25.00384911470362,12.99,0,12.99,324.8,324.8
Tea,Oishi Lychee Flavoured Green Tea,0.38,1.95,0,1.95,5.1,5.1
Tea,Oyoshi Lychee Green Tea Drink,1,3.31,-12,3.75,3.3,3.8
Tea,Roasted Green Tea (50 Teabags),2.0009905894006934,20.19,-19,24.99,40.4,49.9
Tea,BOH Milk Tea Less Sweet,2.2247532270311314,13.17,-21,16.69,29.3,37.1
Tea,Pokka Jasmine Green Tea (Packet),1,3.95,0,3.95,4,4
Tea,Tesco Green Tea (20 Teabags),19.999999999999996,3.99,0,3.99,79.8,79.8
Tea,Lipton Lemon Ice Green Tea,0.45,2.25,0,2.25,5,5
Tea,Ah Huat Hainan Tea Blend,0.48,15.99,0,15.99,33.3,33.3
Tea,Yeos Winter Melon Tea Drink,1.5,5.65,0,5.65,3.8,3.8
Tea,Summer Lemon Rose Flower Tea,0.048,8.67,-4,8.99,180.6,188.1
Tea,Harada Yabukita Blend Brown Rice And Green Tea (50 Bag),10,24.99,0,24.99,249.9,249.9
Tea,Heaven & Earth Ice Passionfruit Tea Drink 1.5L,1.5,5.29,0,5.29,3.5,3.5
Tea,Heaven & Earth Ice Jasmine Green Tea Drink 1.5L,1.5,5.29,0,5.29,3.5,3.5
Tea,Heaven & Earth Ice Lemon Tea Drink 500ml,0.5,2.59,0,2.59,5.2,5.2
Tea,Heaven & Earth Ice Passionfruit Tea Drink 500ml,0.5,2.59,0,2.59,5.2,5.2
Tea,Organic Spring Molasses Ginger Tea (12 Pieces),5.556677606664984,39.61,0,39.61,220.1,220.1
Tea,Heaven & Earth Ice Lemon Tea Drink 1.5L,1.5,5.29,0,5.29,3.5,3.5
Tea,Tesco Green Tea With Lemon (20 Teabags),19.999999999999996,3.99,0,3.99,79.8,79.8
Tea,HUNG FOOK TONG Pear Tea Drink,0.5,4.37,-10,4.85,8.7,9.7
Tea,Twinings Of London Twinings Pure Camomile Tea,0.025,23.29,0,23.29,931.6,931.6
Tea,NONA Ginger Milk Tea 4 In 1,0.42,13.4,0,13.4,31.9,31.9
Tea,Osk Japanese Tea Mixed With Roasted Rice,10,20.19,-19,24.99,201.9,249.3
Tea,Super Lemon Tea (20g x 20),2.4969843184559712,8.29,0,8.29,20.7,20.7
Tea,GREEN HOME Jasmine Green Tea With Honey,0.5,2.59,0,2.59,5.2,5.2
Tea,Drinho Chrysanthemum Tea Drink (6 Packets),1,4.5,-15,5.29,4.5,5.3
Tea,Super Ginger Tea (20g x 20),2.497998398718975,12.49,0,12.49,31.2,31.2
Tea,Dilmah Green Tea With Ginger (20 Pieces),0.04,12.99,0,12.99,324.8,324.8
Tea,Oyoshi Green Tea + Honey Lemon Drink,1,3.31,-12,3.75,3.3,3.8
Tea,BOH Green Tea Latte (12 Sticks),0.7,13.03,-19,15.99,18.6,23
Tea,F&N Seasons Iced Lemon Tea Drink (6 Packs),1.5,6.59,0,6.59,4.4,4.4
Tea,Heaven & Earth Ice Mango Tea Drink 500ml,0.5,2.59,0,2.59,5.2,5.2
Tea,Heaven & Earth Ice Mango Tea Drink 1.5L,1.5,4.71,-11,5.29,3.1,3.5
Tea,Tesco Lemon & Ginger Infusion Tea (20 Teabags),25.0125313283208,3.99,0,3.99,99.8,99.8
Tea,F&N Seasons Ice Peach Tea Drink,1,3.99,0,3.99,4,4
Tea,F&N Seasons Nutri Well Chrysanthemum Tea,1,2.25,0,2.25,2.2,2.2
Tea,F&N Seasons Ice Apple Tea Drink,1,3.99,0,3.99,4,4
Tea,Tesco Peppermint Flavoured Infusion Tea (20 Teabags),33.32446808510638,3.76,0,3.76,125.3,125.3
Tea,F&N Seasons Ice Lemon Tea Drink,1,3.99,0,3.99,4,4
Tea,Lipton Yellow Lable Loose Packet Tea 400g,0.4,12.45,0,12.45,31.1,31.1
Tea,Summer Hawthorn Lou Han Gua Flower Tea,0.048,8.67,-4,8.99,180.6,188.1
Tea,Tesco Finest English Breakfast Tea Bag (50 Pieces),6.670838548185231,7.99,0,7.99,53.3,53.3
Tea,Super Instant Red Date & Longan Tea (20 Sachets),2.777314428690575,11.99,0,11.99,33.3,33.3
Tea,Tesco Finest Earl Grey Tea Bag (50 Pieces),6.662958843159065,8.99,0,8.99,59.9,59.9
Tea,Heaven & Earth Ice Jasmine Green Tea Drink 300ml,0.3,1.55,0,1.55,5.2,5.2
Tea,Seasons Ice Lemon Tea (6 Packs x 250ml),0.6676783004552352,6.59,0,6.59,4.4,4.4
Tea,BOH 2 In 1 Instant Tea Mix Without Sugar (20 Packets),4.34699714013346,10.49,0,10.49,45.6,45.6
Tea,F&N Seasons Less Sweet Chrysanthemum Tea Drink (6 Packs),1.5,6.59,0,6.59,4.4,4.4
Tea,KitKat Green Tea Chocolate,7.354948805460751,11.72,-4,12.19,86.2,89.8
Tea,Colgate Plax Fresh Tea,0.25,9.49,-17,11.45,38,45.8
Tea,Listerine Natural Green Tea,0.75,24.9,0,24.9,33.2,33.2
Tea,Listerine Natural Green Tea,0.25,10.9,0,10.9,43.6,43.6
Tea,Listerine Natural Green Tea,0.75,31.38,-15,36.9,41.8,49.2
Tea,KitKat Green Tea Chocolate Wafer,0.035,3.99,0,3.99,114,114
Tea,Aiken Tea Tree Oil Moisturiser,0.075,14.28,-20,17.8,190.4,238
Tea,Herbal Essences Tea Tree Shampoo,0.3,19.9,0,19.9,66.3,66.3
Tea,Libresse Odor Control With Green Tea,0.147,6.8,0,6.8,46.3,46.3
Tea,Aiken Tea Tree Oil Toner,0.1,8.74,-20,10.9,87.4,109.2
Tea,FOLLOW ME Green Tea Conditioner,0.32,10.9,0,10.9,34.1,34.1
Tea,Follow Me Green Tea Shampoo,0.65,18.9,0,18.9,29.1,29.1
Tea,Masfood Herbal Spices For Cooking Tea Egg,0.038,6.29,0,6.29,165.5,165.5
Tea,Glico Pejoy Green Tea Matcha Flavour,0.126,12.95,0,12.95,102.8,102.8
Tea,Masfood Klang Meat Bone Tea Soup,0.06,9.39,0,9.39,156.5,156.5
Tea,Haagen-Dazs Green Tea Ice Cream,0.442,31.2,0,31.2,70.6,70.6
Tea,Aiken Tea Tree Oil Whitening Cleaser,0.1,9.49,-20,11.85,94.9,118.6
Tea,Herbal Essences White Tea & Mint Shampoo,0.3,19.9,0,19.9,66.3,66.3
Tea,Herbal Essences White Tea & Mint Conditioner,0.3,19.9,0,19.9,66.3,66.3
Tea,Aiken Tea Tree Oil - Spot Away,0.02,10.56,-20,13.2,528,660
Tea,Grinny Cream Filled Bite Thai Tea Flavored,0.03,1.2,-60,2.99,40,100
Tea,Abbott Ensure Gold Green Tea Milk Formula,0.4,47.15,0,47.15,117.9,117.9
Tea,FOLLOW ME Green Tea Anti-Dandruff Shampoo,0.65,18.9,0,18.9,29.1,29.1
Tea,FOLLOW ME Green Tea 6 In 1 Shampoo,0.32,10.9,0,10.9,34.1,34.1
Tea,Lifebuoy Matcha Green Tea Shower Gel 950ml,0.95,18.85,0,18.85,19.8,19.8
Tea,FOLLOW ME Green Tea 6 In 1 Shampoo,0.65,18.9,0,18.9,29.1,29.1
Tea,FOLLOW ME Green Tea Scalp Care Shampoo,0.65,18.9,0,18.9,29.1,29.1
Tea,Grinny Cream Filled Bite Matcha Green Tea Flavored,0.03,1.2,-60,2.99,40,100
Tea,Wrigley's Doublemint Chewing Gum Green Tea Mint Flavour,0.064,4.85,0,4.85,75.8,75.8
Tea,GOODDAY Green Tea Flavoured Milk Drink (6 Packs),0.6672845227062095,10.79,0,10.79,7.2,7.2
Tea,St Ives Blackhead Clearing Green Tea Scrub 170g,0.17,27.8,0,27.8,163.5,163.5
Tea,Libresse Pure Fresh Green Tea Odor Control Pantyliner,0.1,6.8,0,6.8,68,68
Tea,Aiken Tea Tree Oil Spot Away Facial Cleanser,0.1,11.18,-20,13.9,111.8,139.8
Tea,Aiken Tea Tree Oil Cleanser And Make Up Remover.,0.15,12.7,-20,15.9,84.7,105.9
Tea,FOLLOW ME Green Tea Anti-Hair Fall Conditioner,0.65,18.9,0,18.9,29.1,29.1
Tea,FOLLOW ME Green Tea Anti Hair Fall Shampoo,0.32,10.9,0,10.9,34.1,34.1
Tea,Mentos Pure Fresh Pure Breath Strong Mint With Green Tea,0.0525,5.79,0,5.79,110.3,110.3
Tea,Libresse Super Slim Green Tea Curve Fit 1mm Thin,0.055,6.65,0,6.65,120.9,120.9
Tea,Colgate Plax Fresh Tea Mouthwash (Buy 1 Get 2),0.6666666666666666,39,0,39,26,26
Tea,New Zealand Natural Matcha Green Tea Premium Ice Cream,0.48,36.35,0,36.35,75.7,75.7
Tea,Mentos Pure Fresh Chewing Gum Lime Mint With Green Tea Flavour,0.05775,5.79,0,5.79,100.3,100.3
Tea,Colgate Naturals Gum Comfort With Tea Tree Oil And Aloe Vera Toothpaste,0.12,11.99,0,11.99,99.9,99.9
Tea,Wall's Stick Asian Delight Tealive Bubble Milk Tea Ice Cream,0.063,2.2,0,2.2,34.9,34.9
Tea,Mentos Pure Fresh Lime Mint Flavour Pure Breath With Green Tea Cooler,0.027,3.65,0,3.65,135.2,135.2
Tea,"Sunlight Dishwash Liquid  Extra Anti-Odour Green Tea, Matcha & Lime 1L",1,5.74,-17,6.9,5.7,6.9
Tea,Quaker 3 In 1 Oat Cereal Drink Matcha Green Tea Flavour (12 Pieces),2.975432211101001,10.99,0,10.99,32.7,32.7
Biscuits,Julie's Biscuit Assorties,0.285,5.46,-30,7.8,19.2,27.4
Biscuits,Tesco Marie Biscuits,0.3,3.05,-6,3.25,10.2,10.9
Biscuits,Tiger Chocolate Biscuits,0.18,2.8,0,2.8,15.6,15.6
Biscuits,CHIPS MORE Biscuits,0.16319999999999998,3.79,0,3.79,23.2,23.2
Biscuits,Tesco Nice Biscuit,0.2,3.99,0,3.99,20,20
Biscuits,Tesco Assorted Biscuits,0.9,9.99,0,9.99,11.1,11.1
Biscuits,Tesco Assorted Biscuits,0.43,4.99,0,4.99,11.6,11.6
Biscuits,Munchy's Funmix Biscuit,0.5,8.1,-10,8.99,16.2,18
Biscuits,Tesco Shortcake Biscuits,0.2,3.99,0,3.99,20,20
Biscuits,Tesco Digestive Biscuit,0.4,5.49,0,5.49,13.7,13.7
Biscuits,Milna Toddler Cheese Biscuit,0.11,6.75,0,6.75,61.4,61.4
Biscuits,Milna Toddler Chocolate Biscuit,0.11,6.75,0,6.75,61.4,61.4
Biscuits,Style Food Products Margarine Biscuits,0.18,4.12,0,4.12,22.9,22.9
Biscuits,Tesco Malted Milk Biscuits,0.2,4.3,0,4.3,21.5,21.5
Biscuits,Tesco Ginger Nut Biscuits,0.3,4.5,0,4.5,15,15
Biscuits,Milna Orange Baby Biscuits,0.13,6.99,0,6.99,53.8,53.8
Biscuits,Munchy's Funmix Assorted Biscuits,1,10,-20,12.49,10,12.5
Biscuits,Tiger Original Flavoured Biscuits,0.18,2.8,0,2.8,15.6,15.6
Biscuits,Tesco Small Marie Biscuits,0.2,2.59,0,2.59,12.9,12.9
Biscuits,Milna Banana Baby Biscuits,0.13,6.99,0,6.99,53.8,53.8
Biscuits,Pods With Snickers - Crunchy Biscuit,0.16,16.99,0,16.99,106.2,106.2
Biscuits,Tesco Rich Shorties Biscuits,0.3,4.99,0,4.99,16.6,16.6
Biscuits,Zess Chocolate Sandwich Biscuit,0.1274,3,0,3,23.5,23.5
Biscuits,Tesco Chocolate Marie Biscuits,0.3,3.05,-6,3.25,10.2,10.9
Biscuits,Munchy's Topmix Assorted Biscuits,1,12.09,-3,12.49,12.1,12.5
Biscuits,Julie's Treasure Assorted Biscuits,0.285,7.8,0,7.8,27.4,27.4
Biscuits,Munchy's Chocolate Lexus Biscuits,0.19,4.99,0,4.99,26.3,26.3
Biscuits,Tesco Custard Creams Biscuit,0.4,4.7,0,4.7,11.8,11.8
Biscuits,PODS Mars Chocolate,0.16,15.99,0,15.99,99.9,99.9
Biscuits,Belvita Breakfast Biscuits - Milk & Cereal,0.16,5.49,0,5.49,34.3,34.3
Biscuits,Milna Mixed Fruits Baby Biscuit,0.13,7.4,0,7.4,56.9,56.9
Biscuits,Hwa Tai Golden Assorted Biscuits,0.525,7,-30,9.99,13.3,19
Biscuits,Hup Seng Cream Crackers Biscuits,2.25,3.33,-15,3.91,1.5,1.8
Biscuits,Julie's Peanut Butter Sandwich Biscuits,0.36,6.75,-25,9,18.8,25.1
Biscuits,Munchy's Top Mix Assorted Biscuit,0.5,7.9,0,7.9,15.8,15.8
Biscuits,Munchy's Fun Mix Assorted Biscuit,0.5,8.12,-10,8.99,16.2,18
Biscuits,Munchy's Top Mix Assorted Biscuits,0.5,7.11,-10,7.9,14.2,15.8
Biscuits,Hup Seng Kerk Sultana Biscuits,0.136,3.65,-15,4.29,26.8,31.5
Biscuits,Milna 6+ Original Baby Biscuit,0.13,6.99,0,6.99,53.8,53.8
Biscuits,Munchy's Vanilla Cream Lexus Biscuits,0.19,4.99,0,4.99,26.3,26.3
Biscuits,Mondelez All-Time Favourite Biscuits,0.493,8.99,0,8.99,18.2,18.2
Biscuits,Tesco Milk Chocolat,0.25,4.99,0,4.99,20,20
Biscuits,Cap Ping Pong Chocolate Flavour Teddy Biscuits,0.12,2.65,0,2.65,22.1,22.1
Biscuits,Glico Pocky Cookies & Cream Biscuit Sticks,0.04,1.95,-35,2.99,48.8,75.1
Biscuits,Lotte Pepero Choco Cookie Biscuit Stick,0.032,5.4,0,5.4,168.8,168.8
Biscuits,Tiger Chocolate Biscuits Value Pack 7,0.42,5.99,0,5.99,14.3,14.3
Biscuits,Grain Mii Sour Cream & Onion Biscuit,0.08,4.59,0,4.59,57.4,57.4
Biscuits,Lotte Pepero Almond & Chocolate Biscuit Sticks,0.032,5.4,0,5.4,168.8,168.8
Biscuits,Munchy's Lexus Choco Coated Cream Biscuits,0.2,5.03,-16,5.99,25.1,29.9
Biscuits,Oreo Vanilla Flavoured Ice Cream With Biscuit,0.44,11.9,0,11.9,27,27
Biscuits,Zess Vanilla Flavour Chocolate Sandwich Biscuit,0.1274,2.2,-27,3,17.3,23.7
Biscuits,Tiger Original Biscuits Value Pack (7 Packs),0.42,5.99,0,5.99,14.3,14.3
Biscuits,Glico Pocky Choco Banana Flavour Biscuit Sticks,0.037,2.84,-5,2.99,76.8,80.8
Biscuits,Hup Seng Deluxe Crackers Cheese Vegetables Biscuits,0.33,5.15,0,5.15,15.6,15.6
Biscuits,Glico Pocky Family Pack Strawberry Flavoured Biscuit Sticks,0.168,9.1,-35,13.99,54.2,83.4
Biscuits,Glico Pocky Family Pack Chocolate Flavour Biscuit Stick,0.176,9.1,-35,13.99,51.7,79.5
Biscuits,Belvita Breakfast Honey And Chocolate Flavoured Biscuit (8 Pieces),0.02,5.49,0,5.49,274.5,274.5
Tonic Food Drink,Schweppes Tonic Water 320ml,0.32,1.6,-20,1.99,5,6.2
Tonic Food Drink,Vico Fortified Chocolate Malt Food Drink,2,37.99,0,37.99,19,19
Tonic Food Drink,Yew Chian Haw Brain Tonic Soup,0.07,7.9,0,7.9,112.9,112.9
Tonic Food Drink,Samyang Foods Udon Instant Noodles,0.6,15.75,0,15.75,26.2,26.2
Tonic Food Drink,Ta Lian Food Pop Corn Perasa Durian,0.07,2.2,0,2.2,31.4,31.4
Tonic Food Drink,Pepsi Carbonated Drink,0.5,2.4,0,2.4,4.8,4.8
Tonic Food Drink,DRIVE Energy Drink,0.25,2.66,0,2.66,10.6,10.6
Tonic Food Drink,Pepsi Cabronated Cola Drink,1.5,2.55,-30,3.63,1.7,2.4
Tonic Food Drink,Yeo'S Lychee Drink,1.5,5.65,0,5.65,3.8,3.8
Tonic Food Drink,Afdal Corn Drink,0.375,1.88,-6,2,5,5.3
Tonic Food Drink,Whiskas Cat Dry Food Adult Tuna 7KG Cat Food,7,67.39,-8,72.99,9.6,10.4
Tonic Food Drink,Cesar Dog Food Adult Lamb 100G Dog Wet Food,0.1,3.99,0,3.99,39.9,39.9
Tonic Food Drink,Whiskas Cat Dry Food Adult Tuna 1.2KG Cat Food,1.2,13.99,0,13.99,11.7,11.7
Tonic Food Drink,AD FOOD Fish Ball,0.2,3.49,0,3.49,17.4,17.4
Tonic Food Drink,Tesco Food Flavouring Rose,0.025,2.49,0,2.49,99.6,99.6
Tonic Food Drink,Tesco Food Flavouring Pandan,0.025,2.49,0,2.49,99.6,99.6
Tonic Food Drink,Tesco Food Flavouring Strawberry,0.025,2.49,0,2.49,99.6,99.6
Tonic Food Drink,Tesco Red Food Colouring,0.025,2.19,0,2.19,87.6,87.6
Tonic Food Drink,Tesco Food Flavouring (Banana),0.025,2.49,0,2.49,99.6,99.6
Tonic Food Drink,Whiskas Cat Dry Food Adult Chicken 1.2KG Cat Food,1.2,13.99,0,13.99,11.7,11.7
Tonic Food Drink,Whiskas Cat Dry Food Adult Mackerel 3KG Cat Food,3,32.99,0,32.99,11,11
Tonic Food Drink,Cesar Dog Food Adult Chicken 100G Dog Wet Food,0.1,3.99,0,3.99,39.9,39.9
Tonic Food Drink,Whiskas Cat Dry Food Adult Mackerel 1.2KG Cat Food,1.2,13.99,0,13.99,11.7,11.7
Tonic Food Drink,Tesco Food Flavouring Vanilla,0.025,2.49,0,2.49,99.6,99.6
Tonic Food Drink,Master Foods Honey Mustard,0.27,12.69,0,12.69,47,47
Tonic Food Drink,Tesco Food Flavouring (Orange),0.025,2.19,0,2.19,87.6,87.6
Tonic Food Drink,Style Food Products Margarine Biscuits,0.18,4.12,0,4.12,22.9,22.9
Tonic Food Drink,Whiskas Cat Dry Food Junior Ocean Fish 1.1KG Cat Food,1.1,15.99,0,15.99,14.5,14.5
Tonic Food Drink,Pedigree Can Dog Wet Food Adult Beef 1.15KG Dog Food,1.15,12.99,0,12.99,11.3,11.3
Tonic Food Drink,Whiskas Pouch Cat Wet Food Junior Mackerel 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Whiskas Cat Dry Food Senior 7+ Mackerel 1.1KG Cat Food,1.1,14.05,0,14.05,12.8,12.8
Tonic Food Drink,Pedigree Can Dog Wet Food Adult Chicken 1.15KG Dog Food,1.15,12.99,0,12.99,11.3,11.3
Tonic Food Drink,Whiskas Cat Dry Food Adult Ocean Fish 1.2KG Cat Food,1.2,13.99,0,13.99,11.7,11.7
Tonic Food Drink,Whiskas Cat Dry Food Adult Ocean Fish 3KG Cat Food,3,32.99,0,32.99,11,11
Tonic Food Drink,Whiskas Cat Dry Food Adult Ocean Fish 7KG Cat Food,7,67.38,-8,72.9,9.6,10.4
Tonic Food Drink,Cesar Dog Food Adult Chicken & Vegetable 100G Dog Wet Food,0.1,3.99,0,3.99,39.9,39.9
Tonic Food Drink,Pedigree Can Dog Wet Food Adult Beef 400G Dog Food,0.4,6.5,0,6.5,16.2,16.2
Tonic Food Drink,Whiskas Pouch Cat Wet Food Adult Chicken & Tuna 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Sheba Pouch Cat Wet Food Adult Tuna Salmon 70G Cat Food,0.07,2.59,0,2.59,37,37
Tonic Food Drink,Sheba Pouch Cat Wet Food Adult Tuna & Mackerel 70G Cat Food,0.07,2.59,0,2.59,37,37
Tonic Food Drink,Whiskas Pouch Cat Wet Food AdultFresh Fish Mackerel 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Whiskas Pouch Cat Wet Food Adult Seafood Cocktails 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Whiskas Pouch  Cat Wet Food Adult 7+ Mackerel 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Whiskas Pouch Cat Wet Food Adult 7+ Tuna 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,"Pedigree Dog Dry Food Puppy  Chicken, Egg & Milk  2.7KG Dog Food",2.7,27.2,0,27.2,10.1,10.1
Tonic Food Drink,Mirinda Orange Drink,1.5,2.78,-10,3.1,1.9,2.1
Tonic Food Drink,Yeo'S Chrysanthemum Drink,1,2.64,-5,2.79,2.6,2.7
Tonic Food Drink,Nutrifres Mango Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Nutrifres Blackcurrant Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Nutrifres Orange Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Marigold Orange Drink,1,2.79,0,2.79,2.8,2.8
Tonic Food Drink,Nutrifres Strawberry Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Marigold Apple Drink,1,2.79,0,2.79,2.8,2.8
Tonic Food Drink,REVIVE Isotonic Drink,0.325,1.79,0,1.79,5.5,5.5
Tonic Food Drink,Coca-Cola Original Carbonated Soft Drinks 1.5L,1.5,1.98,-50,3.95,1.3,2.6
Tonic Food Drink,Drinho Mango Flavoured Fruit Drink,0.6616257088846881,5.29,0,5.29,3.5,3.5
Tonic Food Drink,Drinho Orange Flavoured Fruit Drink (6 Packs),1.5,5.29,0,5.29,3.5,3.5
Tonic Food Drink,Drinho Sugar Cane Drink,1.5,5.29,0,5.29,3.5,3.5
Tonic Food Drink,Yeo's Winter Melon Tea,1,2.64,-5,2.79,2.6,2.7
Tonic Food Drink,Drinho Lychee Milk,1,2.31,-3,2.39,2.3,2.4
Tonic Food Drink,Marigold Mango Yogurt Drink,0.7,5.25,0,5.25,7.5,7.5
Tonic Food Drink,Marigold Strawberry Yogurt Drink,0.7,5.25,0,5.25,7.5,7.5
Tonic Food Drink,Vitaplus Pomegranate Vinegar Drink,0.9,27.99,-7,29.99,31.1,33.4
Tonic Food Drink,Yeo'S Grass Jelly Drink,0.3,1.32,-6,1.4,4.4,4.7
Tonic Food Drink,MOUNTAIN DEW Carbonated Drink,0.325,1.79,0,1.79,5.5,5.5
Tonic Food Drink,Sunkist Orange Fruit Drink,1,5.55,0,5.55,5.6,5.6
Tonic Food Drink,Drinho Winter Melon Drink,0.3,1.15,0,1.15,3.8,3.8
Tonic Food Drink,Jus Master Blackcurrant Drink,0.32,1.3,0,1.3,4.1,4.1
Tonic Food Drink,Drinho Winter Melon Drink,1,2.37,-11,2.65,2.4,2.7
Tonic Food Drink,Drinho Lychee Flavoured Fruit Drink,0.6666666666666666,4.5,-15,5.29,3,3.5
Tonic Food Drink,Nurtrigold Chocolate Malt Drink,0.45,13.39,-11,14.99,29.8,33.5
Tonic Food Drink,MOUNTAIN DEW Carbonated Drink,1.5,4,0,4,2.7,2.7
Tonic Food Drink,Berasli Instant Barley Drink,0.375,6.4,0,6.4,17.1,17.1
Tonic Food Drink,Marigold Natural Yogurt Drink,0.7,5.25,0,5.25,7.5,7.5
Tonic Food Drink,Sunkist Apple Fruit Drink 1L,1,5.55,0,5.55,5.6,5.6
Tonic Food Drink,NURTRIGOLD Chocolate Malt Drink,0.45,7.59,0,7.59,16.9,16.9
Tonic Food Drink,Jus Master Tamarind Drink,0.32,1.3,0,1.3,4.1,4.1
Tonic Food Drink,Marigold Orange Flavoured Fruit Drink (6 Packs),1.5,5.9,0,5.9,3.9,3.9
Tonic Food Drink,Yeo'S Chrysanthemum Drink,0.35,1.38,-8,1.5,3.9,4.2
Tonic Food Drink,Yeo's Soy Drink,0.3,1.32,-6,1.4,4.4,4.7
Tonic Food Drink,Mirinda Strawberry Drink,1.5,2.78,-10,3.1,1.9,2.1
Tonic Food Drink,Nutrifres Wheatgrass Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Nutrifres Soursop Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Revive Regular Drink,1.5,3.5,0,3.5,2.3,2.3
Tonic Food Drink,Horlicks Malted Drink,1.8,42.99,0,42.99,23.9,23.9
Tonic Food Drink,Munira Blackcurrant Drink,0.17,1.49,0,1.49,8.8,8.8
Tonic Food Drink,Nutrifres Lemon Drink,1,9.85,0,9.85,9.8,9.8
Tonic Food Drink,Marigold Mango Drink,1,2.79,0,2.79,2.8,2.8
Tonic Food Drink,Tesco Wet Cat Food Mackerel,0.085,1.49,0,1.49,17.5,17.5
Tonic Food Drink,Tesco Apple Green Food Colouring,0.025,2.19,0,2.19,87.6,87.6
Tonic Food Drink,Tesco Food Flavouring Egg Yellow,0.025,2.19,0,2.19,87.6,87.6
Tonic Food Drink,YLF Food Transformers Fruit Candy,0.01,2.09,0,2.09,209,209
Tonic Food Drink,Pedigree Dog Dry Food Adult Chicken & Vegetable Flavour 3KG Dog Food,3,26.99,0,26.99,9,9
Tonic Food Drink,Pedigree Dog Dry Food Adult Lamb & Vegetable Flavour 3KG Dog Food,3,26.99,0,26.99,9,9
Tonic Food Drink,Inspirasi 10L Food Storage Container,10,16.5,0,16.5,1.6,1.6
Tonic Food Drink,Friskies Kitten Discoveries Cat Food,1.2,27.99,-13,31.99,23.3,26.8
Tonic Food Drink,Smartheart Mackerel Flavour Cat Food,1.4,12.15,-13,13.99,8.7,10
Tonic Food Drink,Whiskas Pouch Cat Wet Food Adult Fresh Fish Tuna 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Whiskas Pouch Multipack Cat Wet Food Junior Tuna & Mackerel 85G Cat Food,0.085,19.7,0,19.7,231.8,231.8
Tonic Food Drink,Whiskas Pouch Cat Wet Food Adult Fresh Fish Mackerel & Salmon 85G Cat Food,0.085,1.59,0,1.59,18.7,18.7
Tonic Food Drink,Friskies Indoor Delights Cat Food 1.1Kg,1.1,13.92,-1,13.99,12.7,12.8
